date,close
2022-03-18,8650
2022-03-21,9000
2022-03-22,9200
2022-03-23,9120
2022-03-24,9200
2022-03-25,9430
2022-03-28,8770
2022-03-29,8160
2022-03-30,7590
2022-03-31,7060
2022-04-01,6920
2022-04-04,7400
2022-04-05,7000
2022-04-06,6510
2022-04-07,6080
2022-04-08,5660
2022-04-12,5270
2022-04-13,5110
2022-04-14,5380
2022-04-15,5010
2022-04-18,4660
2022-04-19,4340
2022-04-20,4040
2022-04-21,3760
2022-04-22,4000
2022-04-25,4070
2022-04-26,4350
2022-05-04,5050
2022-05-05,5230
2022-05-06,4870
2022-05-09,4530
2022-05-10,4830
2022-05-11,5160
2022-05-12,4840
2022-05-13,4510
2022-05-16,4800
2022-05-17,5050
2022-05-18,4950
2022-05-19,4810
2022-05-23,4700
2022-05-24,4560
2022-05-25,4400
2022-05-26,4100
2022-05-27,3900
2022-05-30,4170
2022-05-31,4110
2022-06-01,3830
2022-06-02,3780
2022-06-03,3570
2022-06-06,3330
2022-06-07,3100
2022-06-08,3310
2022-06-09,3380
2022-06-10,3150
2022-06-13,2930
2022-06-14,2800
2022-06-15,2610
2022-06-16,2530
2022-06-17,2360
2022-06-20,2200
2022-06-21,2150
2022-06-22,2300
2022-06-23,2460
2022-06-24,2630
2022-06-27,2810
2022-06-28,3000
2022-06-29,3090
2022-06-30,2880
2022-07-01,2860
2022-07-04,3060
2022-07-05,3270
2022-07-06,3170
2022-07-07,3140
2022-07-08,3160
2022-07-11,2940
2022-07-12,3140
2022-07-13,3140
2022-07-14,3080
2022-07-15,3090
2022-07-18,3080
2022-07-19,3070
2022-07-20,3090
2022-07-21,3040
2022-07-22,3040
2022-07-25,2980
2022-07-26,2930
2022-07-27,2850
2022-07-28,2910
2022-07-29,2890
2022-08-01,2970
2022-08-02,3170
2022-08-03,2950
2022-08-04,2850
2022-08-05,2800
2022-08-08,2610
2022-08-09,2480
2022-08-10,2600
2022-08-11,2510
